Category,City,Country,Customer ID,Customer Name,Order Date,Order ID,Order ID (Returns),Person,Postal Code,Product ID,Product Name,Quantity (bin),Region,Region (People),Returned,Row ID,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Number of Records,OrderUntilShip,Profit,Profit/1 client,Quantity,ROS,Sales,Sales/1 order
Furniture,Quincy,United States,DH-13675,Duane Huffman,21/09/15,CA-2015-127593,,Chuck Magee,2169,FUR-FU-10004006,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",2,East,East,,3852,Home Office,21/09/15,Same Day,Massachusetts,Furnishings,0,1,0,14.501,14.501,2,0.17,85.3,85.3
Furniture,Los Angeles,United States,CD-12790,Cynthia Delaney,21/09/15,CA-2015-149972,,Anna Andreadi,90036,FUR-CH-10004997,Hon Every-Day Series Multi-Task Chairs,4,West,West,,2786,Home Office,23/09/15,First Class,California,Chairs,0.2,1,2,0,0,4,0,601.536,601.536
Office Supplies,Los Angeles,United States,CD-12790,Cynthia Delaney,21/09/15,CA-2015-149972,,Anna Andreadi,90036,OFF-FA-10002763,Advantus Map Pennant Flags and Round Head Tacks,2,West,West,,2787,Home Office,23/09/15,First Class,California,Fasteners,0,1,2,2.528,2.528,2,0.32,7.9,7.9
Furniture,Houston,United States,SV-20815,Stuart Van,21/09/15,CA-2015-126697,,Kelly Williams,77041,FUR-FU-10001706,Longer-Life Soft White Bulbs,4,Central,Central,,1419,Corporate,24/09/15,First Class,Texas,Furnishings,0.6,1,3,-1.4784,-1.4784,4,-0.3,4.928,4.928
Technology,Houston,United States,SV-20815,Stuart Van,21/09/15,CA-2015-126697,,Kelly Williams,77041,TEC-AC-10004353,Hypercom P1300 Pinpad,2,Central,Central,,1418,Corporate,24/09/15,First Class,Texas,Accessories,0.2,1,3,32.13,32.13,3,0.2125,151.2,151.2
Technology,Houston,United States,SV-20815,Stuart Van,21/09/15,CA-2015-126697,,Kelly Williams,77041,TEC-PH-10002922,ShoreTel ShorePhone IP 230 VoIP phone,5,Central,Central,,1417,Corporate,24/09/15,First Class,Texas,Phones,0.2,1,3,118.293,118.293,7,0.125,946.344,946.344
Furniture,Columbia,United States,GB-14575,Giulietta Baptist,21/09/15,CA-2015-158421,,Cassandra Brandow,29203,FUR-CH-10000309,Global Comet Stacking Arm Chair,4,South,South,,6176,Consumer,26/09/15,Standard Class,South Carolina,Chairs,0,1,5,422.51,422.51,4,0.25,"1,690.04","1,690.04"
Furniture,Everett,United States,TH-21550,Tracy Hopkins,21/09/15,CA-2015-117800,,Chuck Magee,2149,FUR-CH-10000785,Global Ergonomic Managers Chair,2,East,East,,4619,Home Office,26/09/15,Standard Class,Massachusetts,Chairs,0,1,5,141.1644,141.1644,3,0.26,542.94,542.94
Office Supplies,Columbia,United States,GB-14575,Giulietta Baptist,21/09/15,CA-2015-158421,,Cassandra Brandow,29203,OFF-BI-10000050,"Angle-D Binders with Locking Rings, Label Holders",2,South,South,,6183,Consumer,26/09/15,Standard Class,South Carolina,Binders,0,1,5,6.862,6.862,2,0.47,14.6,14.6
Office Supplies,Columbia,United States,GB-14575,Giulietta Baptist,21/09/15,CA-2015-158421,,Cassandra Brandow,29203,OFF-EN-10001453,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",2,South,South,,6178,Consumer,26/09/15,Standard Class,South Carolina,Envelopes,0,1,5,57.3212,57.3212,2,0.47,121.96,121.96
Office Supplies,Columbia,United States,GB-14575,Giulietta Baptist,21/09/15,CA-2015-158421,,Cassandra Brandow,29203,OFF-PA-10001801,Xerox 193,4,South,South,,6179,Consumer,26/09/15,Standard Class,South Carolina,Paper,0,1,5,11.7208,11.7208,4,0.49,23.92,23.92
Office Supplies,Columbia,United States,GB-14575,Giulietta Baptist,21/09/15,CA-2015-158421,,Cassandra Brandow,29203,OFF-ST-10000563,Fellowes Bankers Box Stor/Drawer Steel Plus,2,South,South,,6180,Consumer,26/09/15,Standard Class,South Carolina,Storage,0,1,5,6.396,6.396,2,0.1,63.96,63.96
Office Supplies,Columbia,United States,GB-14575,Giulietta Baptist,21/09/15,CA-2015-158421,,Cassandra Brandow,29203,OFF-ST-10002444,Recycled Eldon Regeneration Jumbo File,5,South,South,,6177,Consumer,26/09/15,Standard Class,South Carolina,Storage,0,1,5,24.0688,24.0688,7,0.28,85.96,85.96
Office Supplies,Columbia,United States,GB-14575,Giulietta Baptist,21/09/15,CA-2015-158421,,Cassandra Brandow,29203,OFF-ST-10004186,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",7,South,South,,6184,Consumer,26/09/15,Standard Class,South Carolina,Storage,0,1,5,17.7568,17.7568,8,0.02,887.84,887.84
Technology,Columbia,United States,GB-14575,Giulietta Baptist,21/09/15,CA-2015-158421,,Cassandra Brandow,29203,TEC-PH-10002538,Grandstream GXP1160 VoIP phone,2,South,South,,6182,Consumer,26/09/15,Standard Class,South Carolina,Phones,0,1,5,32.9817,32.9817,3,0.29,113.73,113.73
Technology,Columbia,United States,GB-14575,Giulietta Baptist,21/09/15,CA-2015-158421,,Cassandra Brandow,29203,TEC-PH-10000369,HTC One Mini,4,South,South,,6181,Consumer,26/09/15,Standard Class,South Carolina,Phones,0,1,5,176.386,176.386,5,0.28,629.95,629.95
Technology,Everett,United States,TH-21550,Tracy Hopkins,21/09/15,CA-2015-117800,,Chuck Magee,2149,TEC-PH-10002415,Polycom VoiceStation 500 Conference phone,2,East,East,,4618,Home Office,26/09/15,Standard Class,Massachusetts,Phones,0,1,5,147.475,147.475,2,0.25,589.9,589.9
Office Supplies,Seattle,United States,CS-12130,Chad Sievert,21/09/15,CA-2015-102036,,Anna Andreadi,98105,OFF-ST-10003123,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,5,West,West,,2272,Consumer,27/09/15,Standard Class,Washington,Storage,0,1,6,47.9376,47.9376,6,0.24,199.74,199.74
Furniture,Lincoln Park,United States,DM-12955,Dario Medina,21/09/15,CA-2015-168480,CA-2015-168480,Kelly Williams,48146,FUR-BO-10000468,O'Sullivan 2-Shelf Heavy-Duty Bookcases,4,Central,Central,Yes,3031,Corporate,27/09/15,Standard Class,Michigan,Bookcases,0,1,6,31.0912,31.0912,4,0.16,194.32,194.32
Office Supplies,Lincoln Park,United States,DM-12955,Dario Medina,21/09/15,CA-2015-168480,CA-2015-168480,Kelly Williams,48146,OFF-AR-10001044,"BOSTON Ranger #55 Pencil Sharpener, Black",0,Central,Central,Yes,3032,Corporate,27/09/15,Standard Class,Michigan,Art,0,1,6,7.5371,7.5371,1,0.29,25.99,25.99
Furniture,Oceanside,United States,DL-12925,Daniel Lacy,22/09/15,CA-2015-112571,,Anna Andreadi,92054,FUR-FU-10004188,Luxo Professional Combination Clamp-On Lamps,2,West,West,,960,Consumer,22/09/15,Same Day,California,Furnishings,0,1,0,53.196,53.196,2,0.26,204.6,204.6
Office Supplies,Philadelphia,United States,FO-14305,Frank Olsen,22/09/15,US-2015-115343,,Chuck Magee,19143,OFF-SU-10000898,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",4,East,East,,8854,Consumer,25/09/15,First Class,Pennsylvania,Supplies,0.2,1,3,6.255,6.255,5,0.1125,55.6,55.6
Technology,Philadelphia,United States,FO-14305,Frank Olsen,22/09/15,US-2015-115343,,Chuck Magee,19143,TEC-AC-10003832,Logitech P710e Mobile Speakerphone,2,East,East,,8855,Consumer,25/09/15,First Class,Pennsylvania,Accessories,0.2,1,3,-7.7247,-7.7247,3,-0.0125,617.976,617.976
Furniture,Arlington,United States,MG-17875,Michael Grace,22/09/15,CA-2015-134992,,Cassandra Brandow,22204,FUR-FU-10002554,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",2,South,South,,5841,Home Office,26/09/15,Second Class,Virginia,Furnishings,0,1,4,11.0354,11.0354,2,0.23,47.98,47.98
Office Supplies,Los Angeles,United States,MM-18280,Muhammed MacIntyre,22/09/15,CA-2015-168760,,Anna Andreadi,90049,OFF-AP-10004532,Kensington 6 Outlet Guardian Standard Surge Protector,2,West,West,,9043,Corporate,26/09/15,Second Class,California,Appliances,0,1,4,16.5888,16.5888,3,0.27,61.44,61.44
Office Supplies,Arlington,United States,MG-17875,Michael Grace,22/09/15,CA-2015-134992,,Cassandra Brandow,22204,OFF-PA-10001972,Xerox 214,4,South,South,,5840,Home Office,26/09/15,Second Class,Virginia,Paper,0,1,4,15.552,15.552,5,0.48,32.4,32.4
Office Supplies,Franklin,United States,SJ-20125,Sanjit Jacobs,22/09/15,CA-2015-102260,,Cassandra Brandow,37064,OFF-AR-10001315,Newell 310,2,South,South,,7806,Home Office,26/09/15,Standard Class,Tennessee,Art,0.2,1,4,0.3168,0.3168,2,0.1125,2.816,2.816
Office Supplies,Franklin,United States,SJ-20125,Sanjit Jacobs,22/09/15,CA-2015-102260,,Cassandra Brandow,37064,OFF-BI-10000042,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",2,South,South,,7807,Home Office,26/09/15,Standard Class,Tennessee,Binders,0.7,1,4,-2.5632,-2.5632,2,-0.8,3.204,3.204
Office Supplies,Franklin,United States,SJ-20125,Sanjit Jacobs,22/09/15,CA-2015-102260,,Cassandra Brandow,37064,OFF-LA-10003714,Avery 510,4,South,South,,7803,Home Office,26/09/15,Standard Class,Tennessee,Labels,0.2,1,4,4.2,4.2,4,0.35,12,12
Office Supplies,Franklin,United States,SJ-20125,Sanjit Jacobs,22/09/15,CA-2015-102260,,Cassandra Brandow,37064,OFF-ST-10002289,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",0,South,South,,7805,Home Office,26/09/15,Standard Class,Tennessee,Storage,0.2,1,4,-4.767,-4.767,1,-0.1875,25.424,25.424
Office Supplies,Franklin,United States,SJ-20125,Sanjit Jacobs,22/09/15,CA-2015-102260,,Cassandra Brandow,37064,OFF-ST-10003716,Tennsco Double-Tier Lockers,4,South,South,,7804,Home Office,26/09/15,Standard Class,Tennessee,Storage,0.2,1,4,-63.0056,-63.0056,4,-0.0875,720.064,720.064
Office Supplies,Columbus,United States,MB-17305,Maria Bertelson,24/09/15,CA-2015-113131,,Chuck Magee,43229,OFF-AR-10003504,Newell 347,4,East,East,,9574,Consumer,24/09/15,Same Day,Ohio,Art,0.2,1,0,1.926,1.926,5,0.1125,17.12,17.12
Office Supplies,Columbus,United States,MB-17305,Maria Bertelson,24/09/15,CA-2015-113131,,Chuck Magee,43229,OFF-BI-10003196,Accohide Poly Flexible Ring Binders,5,East,East,,9570,Consumer,24/09/15,Same Day,Ohio,Binders,0.7,1,0,-4.488,-4.488,6,-0.666666667,6.732,6.732
Office Supplies,Columbus,United States,MB-17305,Maria Bertelson,24/09/15,CA-2015-113131,,Chuck Magee,43229,OFF-EN-10003068,#6 3/4 Gummed Flap White Envelopes,2,East,East,,9572,Consumer,24/09/15,Same Day,Ohio,Envelopes,0.2,1,0,5.544,5.544,2,0.35,15.84,15.84
Office Supplies,Columbus,United States,MB-17305,Maria Bertelson,24/09/15,CA-2015-113131,,Chuck Magee,43229,OFF-LA-10003510,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",0,East,East,,9573,Consumer,24/09/15,Same Day,Ohio,Labels,0.2,1,0,7.9378,7.9378,1,0.325,24.424,24.424
Office Supplies,Columbus,United States,MB-17305,Maria Bertelson,24/09/15,CA-2015-113131,,Chuck Magee,43229,OFF-ST-10001172,"Tennsco Lockers, Sand",2,East,East,,9571,Consumer,24/09/15,Same Day,Ohio,Storage,0.2,1,0,1.6784,1.6784,2,0.05,33.568,33.568
Office Supplies,Seattle,United States,ME-17725,Max Engle,24/09/15,CA-2015-161830,,Anna Andreadi,98105,OFF-AR-10004042,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",2,West,West,,4915,Consumer,26/09/15,Second Class,Washington,Art,0,1,2,10.4284,10.4284,2,0.29,35.96,35.96
Office Supplies,Seattle,United States,ME-17725,Max Engle,24/09/15,CA-2015-161830,,Anna Andreadi,98105,OFF-BI-10001097,Avery Hole Reinforcements,2,West,West,,4916,Consumer,26/09/15,Second Class,Washington,Binders,0.2,1,2,5.4201,5.4201,3,0.3625,14.952,14.952
Technology,Tucson,United States,CM-11935,Carlos Meador,24/09/15,CA-2015-147816,,Anna Andreadi,85705,TEC-PH-10003095,Samsung HM1900 Bluetooth Headset,2,West,West,,7742,Consumer,26/09/15,Second Class,Arizona,Phones,0.2,1,2,13.17,13.17,2,0.375,35.12,35.12
Office Supplies,Philadelphia,United States,ON-18715,Odella Nelson,24/09/15,US-2015-161466,,Chuck Magee,19120,OFF-AR-10000634,Newell 320,2,East,East,,1472,Corporate,27/09/15,Second Class,Pennsylvania,Art,0.2,1,3,0.5992,0.5992,2,0.0875,6.848,6.848
Technology,Broken Arrow,United States,SC-20680,Steve Carroll,24/09/15,US-2015-164308,,Kelly Williams,74012,TEC-PH-10004120,AT&T 1080 Phone,5,Central,Central,,4074,Home Office,27/09/15,First Class,Oklahoma,Phones,0,1,3,213.7044,213.7044,6,0.26,821.94,821.94
Furniture,Los Angeles,United States,SC-20440,Shaun Chance,24/09/15,CA-2015-103835,,Anna Andreadi,90032,FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",2,West,West,,5771,Corporate,28/09/15,Standard Class,California,Furnishings,0,1,4,4.6221,4.6221,3,0.31,14.91,14.91
Furniture,Dubuque,United States,DE-13255,Deanra Eno,24/09/15,CA-2015-153381,,Kelly Williams,52001,FUR-CH-10000988,Hon Olson Stacker Stools,9,Central,Central,,3427,Home Office,28/09/15,Standard Class,Iowa,Chairs,0,1,4,394.268,394.268,10,0.28,"1,408.10","1,408.10"
Office Supplies,Los Angeles,United States,SC-20440,Shaun Chance,24/09/15,CA-2015-103835,,Anna Andreadi,90032,OFF-AP-10002651,Hoover Upright Vacuum With Dirt Cup,4,West,West,,5772,Corporate,28/09/15,Standard Class,California,Appliances,0,1,4,335.8548,335.8548,4,0.29,"1,158.12","1,158.12"
Office Supplies,Dubuque,United States,DE-13255,Deanra Eno,24/09/15,CA-2015-153381,,Kelly Williams,52001,OFF-BI-10001525,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",4,Central,Central,,3426,Home Office,28/09/15,Standard Class,Iowa,Binders,0,1,4,6.858,6.858,4,0.45,15.24,15.24
Office Supplies,Avondale,United States,KM-16720,Kunst Miller,24/09/15,US-2015-106873,,Anna Andreadi,85323,OFF-AR-10003179,Dixon Ticonderoga Core-Lock Colored Pencils,2,West,West,,9152,Consumer,29/09/15,Second Class,Arizona,Art,0.2,1,5,2.3686,2.3686,2,0.1625,14.576,14.576
Office Supplies,Avondale,United States,KM-16720,Kunst Miller,24/09/15,US-2015-106873,,Anna Andreadi,85323,OFF-AR-10001246,Newell 317,5,West,West,,9154,Consumer,29/09/15,Second Class,Arizona,Art,0.2,1,5,1.8522,1.8522,7,0.1125,16.464,16.464
Office Supplies,New York City,United States,JF-15190,Jamie Frazer,24/09/15,CA-2015-105508,,Chuck Magee,10035,OFF-EN-10003055,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",0,East,East,,9919,Consumer,29/09/15,Standard Class,New York,Envelopes,0,1,5,17.991,17.991,1,0.45,39.98,39.98
Technology,Avondale,United States,KM-16720,Kunst Miller,24/09/15,US-2015-106873,,Anna Andreadi,85323,TEC-AC-10002345,HP Standard 104 key PS/2 Keyboard,2,West,West,,9153,Consumer,29/09/15,Second Class,Arizona,Accessories,0.2,1,5,1.45,1.45,2,0.0625,23.2,23.2
Furniture,Lafayette,United States,MC-17275,Marc Crier,24/09/15,CA-2015-143119,,Cassandra Brandow,70506,FUR-CH-10001270,Harbour Creations Steel Folding Chair,5,South,South,,1628,Consumer,30/09/15,Standard Class,Louisiana,Chairs,0,1,6,155.25,155.25,6,0.3,517.5,517.5
Furniture,Freeport,United States,CS-11950,Carlos Soltero,25/09/15,CA-2015-151869,,Chuck Magee,11520,FUR-CH-10001545,Hon Comfortask Task/Swivel Chairs,0,East,East,,9268,Consumer,25/09/15,Same Day,New York,Chairs,0.1,1,0,6.8388,6.8388,1,0.066666667,102.582,102.582
Office Supplies,Philadelphia,United States,BM-11785,Bryan Mills,25/09/15,CA-2015-160787,,Chuck Magee,19143,OFF-BI-10003712,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",2,East,East,,9437,Consumer,25/09/15,Same Day,Pennsylvania,Binders,0.7,1,0,-2.0622,-2.0622,2,-0.7,2.946,2.946
Office Supplies,Freeport,United States,CS-11950,Carlos Soltero,25/09/15,CA-2015-151869,,Chuck Magee,11520,OFF-PA-10002947,Xerox 1923,2,East,East,,9269,Consumer,25/09/15,Same Day,New York,Paper,0,1,0,9.6192,9.6192,3,0.48,20.04,20.04
Technology,New York City,United States,DR-12880,Dan Reichenbach,25/09/15,CA-2015-103933,,Chuck Magee,10011,TEC-AC-10004171,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,9,East,East,,5726,Corporate,27/09/15,First Class,New York,Accessories,0,1,2,395.9604,395.9604,9,0.44,899.91,899.91
Office Supplies,Bayonne,United States,PO-19195,Phillina Ober,25/09/15,CA-2015-156335,,Chuck Magee,7002,OFF-BI-10003314,Tuff Stuff Recycled Round Ring Binders,2,East,East,,1696,Home Office,28/09/15,Second Class,New Jersey,Binders,0,1,3,7.0854,7.0854,3,0.49,14.46,14.46
Technology,Bayonne,United States,PO-19195,Phillina Ober,25/09/15,CA-2015-156335,,Chuck Magee,7002,TEC-AC-10002006,Memorex Micro Travel Drive 16 GB,4,East,East,,1695,Home Office,28/09/15,Second Class,New Jersey,Accessories,0,1,3,19.8276,19.8276,4,0.31,63.96,63.96
Technology,Bayonne,United States,PO-19195,Phillina Ober,25/09/15,CA-2015-156335,,Chuck Magee,7002,TEC-PH-10002726,netTALK DUO VoIP Telephone Service,2,East,East,,1697,Home Office,28/09/15,Second Class,New Jersey,Phones,0,1,3,52.49,52.49,2,0.5,104.98,104.98
Office Supplies,Meriden,United States,EH-13990,Erica Hackney,25/09/15,CA-2015-156510,,Chuck Magee,6450,OFF-AR-10004930,Turquoise Lead Holder with Pocket Clip,0,East,East,,6452,Consumer,29/09/15,Standard Class,Connecticut,Art,0,1,4,2.211,2.211,1,0.33,6.7,6.7
Office Supplies,Meriden,United States,EH-13990,Erica Hackney,25/09/15,CA-2015-156510,,Chuck Magee,6450,OFF-BI-10000822,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",2,East,East,,6450,Consumer,29/09/15,Standard Class,Connecticut,Binders,0,1,4,5.1648,5.1648,2,0.48,10.76,10.76
Office Supplies,Concord,United States,SB-20185,Sarah Brown,25/09/15,CA-2015-159779,,Chuck Magee,3301,OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,2,East,East,,5597,Consumer,29/09/15,Standard Class,New Hampshire,Binders,0,1,4,32.2514,32.2514,2,0.47,68.62,68.62
Office Supplies,Meriden,United States,EH-13990,Erica Hackney,25/09/15,CA-2015-156510,,Chuck Magee,6450,OFF-PA-10002222,"Xerox Color Copier Paper, 11"" x 17"", Ream",2,East,East,,6451,Consumer,29/09/15,Standard Class,Connecticut,Paper,0,1,4,21.0128,21.0128,2,0.46,45.68,45.68
Office Supplies,Rockford,United States,DK-12895,Dana Kaydos,25/09/15,CA-2015-139738,,Kelly Williams,61107,OFF-AR-10004602,Boston KS Multi-Size Manual Pencil Sharpener,5,Central,Central,,7590,Consumer,29/09/15,Standard Class,Illinois,Art,0.2,1,4,12.8744,12.8744,7,0.1,128.744,128.744
Furniture,Orem,United States,EB-13870,Emily Burns,25/09/15,CA-2015-106320,,Anna Andreadi,84057,FUR-TA-10000577,Bretford CR4500 Series Slim Rectangular Table,2,West,West,,25,Consumer,30/09/15,Standard Class,Utah,Tables,0,1,5,240.2649,240.2649,3,0.23,"1,044.63","1,044.63"
Furniture,Seattle,United States,SH-19975,Sally Hughsby,25/09/15,CA-2015-149083,,Anna Andreadi,98103,FUR-CH-10004289,Global Super Steno Chair,4,West,West,,7837,Corporate,30/09/15,Standard Class,Washington,Chairs,0.2,1,5,-11.5176,-11.5176,4,-0.0375,307.136,307.136
Office Supplies,Seattle,United States,SH-19975,Sally Hughsby,25/09/15,CA-2015-149083,,Anna Andreadi,98103,OFF-LA-10002945,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",2,West,West,,7838,Corporate,30/09/15,Standard Class,Washington,Labels,0,1,5,5.796,5.796,2,0.46,12.6,12.6
Technology,Seattle,United States,SH-19975,Sally Hughsby,25/09/15,CA-2015-149083,,Anna Andreadi,98103,TEC-AC-10002567,Logitech G602 Wireless Gaming Mouse,2,West,West,,7839,Corporate,30/09/15,Standard Class,Washington,Accessories,0,1,5,57.5928,57.5928,2,0.36,159.98,159.98
Office Supplies,Los Angeles,United States,AM-10705,Anne McFarland,25/09/15,CA-2015-100573,,Anna Andreadi,90004,OFF-EN-10000461,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",2,West,West,,2447,Consumer,01/10/15,Standard Class,California,Envelopes,0,1,6,8.2156,8.2156,2,0.47,17.48,17.48
Office Supplies,Murfreesboro,United States,ML-17395,Marina Lichtenstein,25/09/15,CA-2015-120845,,Cassandra Brandow,37130,OFF-BI-10001116,"Wilson Jones 1"" Hanging DublLock Ring Binders",4,South,South,,8214,Corporate,02/10/15,Standard Class,Tennessee,Binders,0.7,1,7,-4.6464,-4.6464,4,-0.733333333,6.336,6.336
Office Supplies,Murfreesboro,United States,ML-17395,Marina Lichtenstein,25/09/15,CA-2015-120845,,Cassandra Brandow,37130,OFF-BI-10001982,Wilson Jones Custom Binder Spines & Labels,2,South,South,,8217,Corporate,02/10/15,Standard Class,Tennessee,Binders,0.7,1,7,-2.2848,-2.2848,2,-0.7,3.264,3.264
Office Supplies,Murfreesboro,United States,ML-17395,Marina Lichtenstein,25/09/15,CA-2015-120845,,Cassandra Brandow,37130,OFF-BI-10004506,Wilson Jones data.warehouse D-Ring Binders with DublLock,0,South,South,,8216,Corporate,02/10/15,Standard Class,Tennessee,Binders,0.7,1,7,-1.8106,-1.8106,1,-0.733333333,2.469,2.469
Office Supplies,Murfreesboro,United States,ML-17395,Marina Lichtenstein,25/09/15,CA-2015-120845,,Cassandra Brandow,37130,OFF-PA-10004665,Advantus Motivational Note Cards,0,South,South,,8215,Corporate,02/10/15,Standard Class,Tennessee,Paper,0.2,1,7,3.799,3.799,1,0.3625,10.48,10.48
Office Supplies,Houston,United States,SC-20725,Steven Cartwright,26/09/15,US-2015-161991,,Kelly Williams,77070,OFF-BI-10004967,Round Ring Binders,4,Central,Central,,281,Consumer,28/09/15,Second Class,Texas,Binders,0.8,1,2,-3.432,-3.432,5,-1.65,2.08,2.08
Technology,Houston,United States,SC-20725,Steven Cartwright,26/09/15,US-2015-161991,,Kelly Williams,77070,TEC-PH-10001760,Bose SoundLink Bluetooth Speaker,5,Central,Central,,282,Consumer,28/09/15,Second Class,Texas,Phones,0.2,1,2,376.11,376.11,7,0.3375,"1,114.40","1,114.40"
Office Supplies,Philadelphia,United States,SF-20200,Sarah Foster,26/09/15,CA-2015-120341,,Chuck Magee,19143,OFF-BI-10004224,Catalog Binders with Expanding Posts,5,East,East,,1649,Consumer,29/09/15,Second Class,Pennsylvania,Binders,0.7,1,3,-100.92,-100.92,6,-0.833333333,121.104,121.104
Technology,Philadelphia,United States,SF-20200,Sarah Foster,26/09/15,CA-2015-120341,,Chuck Magee,19143,TEC-PH-10003357,Grandstream GXP2100 Mainstream Business Phone,0,East,East,,1650,Consumer,29/09/15,Second Class,Pennsylvania,Phones,0.4,1,3,-9.1788,-9.1788,1,-0.2,45.894,45.894
Office Supplies,Mesa,United States,RW-19540,Rick Wilson,26/09/15,CA-2015-124800,,Anna Andreadi,85204,OFF-AP-10004980,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,2,West,West,,1422,Corporate,30/09/15,Standard Class,Arizona,Appliances,0.2,1,4,14.4096,14.4096,2,0.2375,60.672,60.672
Office Supplies,Mesa,United States,RW-19540,Rick Wilson,26/09/15,CA-2015-124800,,Anna Andreadi,85204,OFF-BI-10000778,GBC VeloBinder Electric Binding Machine,2,West,West,,1421,Corporate,30/09/15,Standard Class,Arizona,Binders,0.7,1,4,-48.392,-48.392,2,-0.666666667,72.588,72.588
Office Supplies,Mesa,United States,RW-19540,Rick Wilson,26/09/15,CA-2015-124800,,Anna Andreadi,85204,OFF-BI-10003984,Lock-Up Easel 'Spel-Binder',9,West,West,,1423,Corporate,30/09/15,Standard Class,Arizona,Binders,0.7,1,4,-59.0571,-59.0571,9,-0.766666667,77.031,77.031
Office Supplies,Mesa,United States,RW-19540,Rick Wilson,26/09/15,CA-2015-124800,,Anna Andreadi,85204,OFF-PA-10000501,Petty Cash Envelope,4,West,West,,1420,Corporate,30/09/15,Standard Class,Arizona,Paper,0.2,1,4,31.2736,31.2736,4,0.3625,86.272,86.272
Office Supplies,Mesa,United States,RW-19540,Rick Wilson,26/09/15,CA-2015-124800,,Anna Andreadi,85204,OFF-ST-10000798,2300 Heavy-Duty Transfer File Systems by Perma,5,West,West,,1424,Corporate,30/09/15,Standard Class,Arizona,Storage,0.2,1,4,-1.4988,-1.4988,6,-0.0125,119.904,119.904
Office Supplies,Mesa,United States,RW-19540,Rick Wilson,26/09/15,CA-2015-124800,,Anna Andreadi,85204,OFF-ST-10002743,SAFCO Boltless Steel Shelving,4,West,West,,1426,Corporate,30/09/15,Standard Class,Arizona,Storage,0.2,1,4,-86.3664,-86.3664,4,-0.2375,363.648,363.648
Technology,New York City,United States,PF-19165,Philip Fox,26/09/15,CA-2015-111458,,Chuck Magee,10035,TEC-AC-10001590,Dell Slim USB Multimedia Keyboard,2,East,East,,2556,Consumer,30/09/15,Standard Class,New York,Accessories,0,1,4,12,12,2,0.24,50,50
Technology,Mesa,United States,RW-19540,Rick Wilson,26/09/15,CA-2015-124800,,Anna Andreadi,85204,TEC-PH-10001750,Samsung Rugby III,4,West,West,,1425,Corporate,30/09/15,Standard Class,Arizona,Phones,0.2,1,4,23.0965,23.0965,5,0.0875,263.96,263.96
Office Supplies,San Diego,United States,BS-11800,Bryan Spruell,26/09/15,CA-2015-122371,,Anna Andreadi,92037,OFF-EN-10000056,Cameo Buff Policy Envelopes,2,West,West,,2498,Home Office,01/10/15,Standard Class,California,Envelopes,0,1,5,58.4962,58.4962,2,0.47,124.46,124.46
Office Supplies,San Diego,United States,BS-11800,Bryan Spruell,26/09/15,CA-2015-122371,,Anna Andreadi,92037,OFF-ST-10002370,"Sortfiler Multipurpose Personal File Organizer, Black",2,West,West,,2497,Home Office,01/10/15,Standard Class,California,Storage,0,1,5,18.6093,18.6093,3,0.29,64.17,64.17
Office Supplies,Portland,United States,TB-21520,Tracy Blumstein,26/09/15,CA-2015-130883,,Anna Andreadi,97206,OFF-PA-10000474,Easy-staple paper,4,West,West,,284,Consumer,02/10/15,Standard Class,Oregon,Paper,0.2,1,6,47.844,47.844,5,0.3375,141.76,141.76
Office Supplies,Portland,United States,TB-21520,Tracy Blumstein,26/09/15,CA-2015-130883,,Anna Andreadi,97206,OFF-PA-10004100,Xerox 216,5,West,West,,286,Consumer,02/10/15,Standard Class,Oregon,Paper,0.2,1,6,10.8864,10.8864,6,0.35,31.104,31.104
Technology,Portland,United States,TB-21520,Tracy Blumstein,26/09/15,CA-2015-130883,,Anna Andreadi,97206,TEC-AC-10001956,Microsoft Arc Touch Mouse,4,West,West,,285,Consumer,02/10/15,Standard Class,Oregon,Accessories,0.2,1,6,47.96,47.96,5,0.2,239.8,239.8
